file_name,docsource,template_name,template_code,unit,currency_code,currency_name,currency_desc,lang_code,lang_name,lang_desc,datatype,pagenumberbscon,pagenumberbssta,pagenumberiscon,pagenumberissta,pagenumbercfcon,pagenumbercfsta,features,pagenumbernotes,pagenumbernotesliquidity,password,industrycode,finresult,entity_id,entity_name,finendmonthindex_code,finendmonthindex_name,country_code,country_name
D&B_Saudi_Arabia_Wafrah_Company_For_Industry_and_Development_Annual_2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,SAR,SAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberSaudi,December Saudi,12,December,SAU,Saudi
D&B_Saudi_Arabia_Wataniya_Insurance_Company_Annual_2019.pdf,FST,DNB_Insurance,DNB_Insurance,ACTUALS,SAR,SAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberSaudi,December Saudi,12,December,SAU,Saudi
D&B_Saudi_Arabia_Wataniya_Insurance_Company_Annual_2020.pdf,FST,DNB_Insurance,DNB_Insurance,ACTUALS,SAR,SAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberSaudi,December Saudi,12,December,SAU,Saudi
D&B_Saudi_Arabia_Wataniya_Insurance_Company_Annual_2021.pdf,FST,DNB_Insurance,DNB_Insurance,ACTUALS,SAR,SAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberSaudi,December Saudi,12,December,SAU,Saudi
D&B_SAUDI_ARABIAN_MINING_COMPANY_(MA'ADEN).pdf,FST,Template_DNB,T_DNB,ACTUALS,SAR,SAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberSaudi,December Saudi,12,December,SAU,Saudi
D&B_SAUDI_KAYAN_PETROCHEMICAL_COMPANY.pdf,FST,Template_DNB,T_DNB,ACTUALS,SAR,SAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberSaudi,December Saudi,12,December,SAU,Saudi
D&B_savola-group-english-fs-2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,SAR,SAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberSaudi,December Saudi,12,December,SAU,Saudi
D&B_SEARCH REPORT ON NUKREATIONZ.docx.pdf,FST,Template_DNB,T_DNB,ACTUALS,NGN,NGN,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberNigeria,December Nigeria,12,December,NGA,Nigeria
D&B_seplat-energy_annual-report_2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,NGN,NGN,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberNigeria,December Nigeria,12,December,NGA,Nigeria
D&B_Shanghai Electric.pdf,FST,Template_DNB,T_DNB,ACTUALS,PKR,PKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberPakistan,December Pakistan,12,December,PAK,Pakistan
D&B_soaltee_english.pdf,FST,Template_DNB,T_DNB,ACTUALS,NPR,NPR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JulyNepal,July Nepal,7,July,NPL,Nepal
D&B_Sri_Lanka_Abans_Electricals_PLC_Annual_Report_2020.pdf,FST,Template_DNB,T_DNB,ACTUALS,LKR,LKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchSriLanka,March Sri Lanka,3,March,LKA,Srilanka
D&B_Sri_Lanka_Aprico_Insurance_PLC_Annual_Report_2021.pdf,FST,DNB_Insurance,DNB_Insurance,ACTUALS,LKR,LKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberSriLanka,December Sri Lanka,12,December,LKA,Srilanka
D&B_Sri_Lanka_Browns_Beach_Hotels_PLC_Annual_Report_2020.pdf,FST,Template_DNB,T_DNB,ACTUALS,LKR,LKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchSriLanka,March Sri Lanka,3,March,LKA,Srilanka
D&B_Sri_Lanka_Hatton_National_Bank_PLC_Annual_Report_2021.pdf,FST,DNB_Insurance,DNB_Insurance,ACTUALS,LKR,LKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberSriLanka,December Sri Lanka,12,December,LKA,Srilanka
D&B_STC_480_0_2022-02-28_14-06-24_En.pdf,FST,Template_DNB,T_DNB,ACTUALS,SAR,SAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberSaudi,December Saudi,12,December,SAU,Saudi
D&B_Swala_TANZ_ Audited Financial Statements-2020.pdf,FST,Template_DNB,T_DNB,ACTUALS,TZS,TZS,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberTanzania,December Tanzania,12,December,TZA,Tanzania
D&B_Swissport_Tanzania_Plc._Annual_Report_for_the_year_ended_31_December_2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,TZS,TZS,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberTanzania,December Tanzania,12,December,TZA,Tanzania
D&B_Tanga Cement Annual Report 2020_final.pdf,FST,Template_DNB,T_DNB,ACTUALS,TZS,TZS,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberTanzania,December Tanzania,12,December,TZA,Tanzania
D&B_Tanga Final AR 2019_0.pdf,FST,Template_DNB,T_DNB,ACTUALS,TZS,TZS,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberTanzania,December Tanzania,12,December,TZA,Tanzania
D&B_tanzania_1.pdf,FST,Template_DNB,T_DNB,ACTUALS,TZS,TZS,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberTanzania,December Tanzania,12,December,TZA,Tanzania
D&B_tanzania_2.pdf,FST,Template_DNB,T_DNB,ACTUALS,TZS,TZS,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberTanzania,December Tanzania,12,December,TZA,Tanzania
D&B_TCPLC Annual Report 2018 Final.pdf,FST,Template_DNB,T_DNB,ACTUALS,TZS,TZS,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberTanzania,December Tanzania,12,December,TZA,Tanzania
D&B_TCS Financial 2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,PKR,PKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JunePakistan,June Pakistan,6,June,PAK,Pakistan
D&B_TEEJAY LANKA PLC.pdf,FST,Template_DNB,T_DNB,ACTUALS,LKR,LKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,March Sri Lanka,March Sri Lanka,3,March,LKA,Srilanka
D&B_TELEKOM_NETWORKS_MALAWI_PLC-954524067.pdf,FST,Template_DNB,T_DNB,ACTUALS,MWK,MWK,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberMalawi,December Malawi,12,December,MWI,Malawi
D&B_THE_LION_BREWERY_(CEYLON)_PLC.pdf,FST,Template_DNB,T_DNB,ACTUALS,LKR,LKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchSriLanka,March Sri Lanka,3,March,LKA,Srilanka
D&B_The_Saudi_National_Bank.pdf,FST,DNB_Insurance,DNB_Insurance,ACTUALS,SAR,SAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberSaudi,December Saudi,12,December,SAU,Saudi
D&B_THEEB RENT A CAR.pdf,FST,Template_DNB,T_DNB,ACTUALS,SAR,SAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberSaudi,December Saudi,12,December,SAU,Saudi
D&B_Titas AR_2020-21 Final-part_copy1.pdf,FST,Template_DNB,T_DNB,ACTUALS,BDT,BDT,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JuneBangladesh,June Bangladesh,6,June,BGD,Bangladesh
D&B_TOKYO_CEMENT_COMPANY_(LANKA)_PLC.pdf,FST,Template_DNB,T_DNB,ACTUALS,LKR,LKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchSriLanka,March Sri Lanka,3,March,LKA,Srilanka
D&B_TOTALENERGIES MARKETING KENYA PLC.pdf,FST,Template_DNB,T_DNB,ACTUALS,kES,kES,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,Decemberkenya,December kenya,12,December,KEN,Kenya
D&B_TPCPLC_TANZ_Annual Report 2020.pdf,FST,Template_DNB,T_DNB,ACTUALS,TZS,TZS,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberTanzania,December Tanzania,12,December,TZA,Tanzania
D&B_Tripack Films Limited 2020.pdf,FST,Template_DNB,T_DNB,ACTUALS,PKR,PKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberPakistan,December Pakistan,12,December,PAK,Pakistan
D&B_Tripack Films Limited 2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,PKR,PKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberPakistan,December Pakistan,12,December,PAK,Pakistan
D&B_UEGCL_Annual_Report_2020.pdf,FST,Template_DNB,T_DNB,ACTUALS,UGX,UGX,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JuneUganda,June Uganda,6,June,UGA,Uganda
D&B_UEGCL_Annual_Report_2021_for_web.pdf,FST,Template_DNB,T_DNB,ACTUALS,UGX,UGX,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JuneUganda,June Uganda,6,June,UGA,Uganda
D&B_uml-annual-report-2020-2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,LKR,LKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchSriLanka,March Sri Lanka,3,March,LKA,Srilanka
D&B_uml-annual-report-2021-2022.pdf,FST,Template_DNB,T_DNB,ACTUALS,LKR,LKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchSriLanka,March Sri Lanka,3,March,LKA,Srilanka
D&B_United_Dev._Company_FS_YE_2021_EN_Final_Signed_FP.pdf,FST,Template_DNB,T_DNB,ACTUALS,QAR,QAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberQatar,December Qatar,12,December,QAT,Qatar
D&B_UNIVERSAL_PARTNERS_LIMITED_-_2020.pdf,FST,Template_DNB,T_DNB,ACTUALS,GBP,GBP,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JuneMauritius,June Mauritius,6,June,MUS,Mauritius
D&B_UNIVERSAL_PARTNERS_LIMITED_-_2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,GBP,GBP,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JuneMauritius,June Mauritius,6,June,MUS,Mauritius
D&B_UNIVERSAL_PARTNERS_LIMITED_-_2022.pdf,FST,Template_DNB,T_DNB,ACTUALS,GBP,GBP,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JuneMauritius,June Mauritius,6,June,MUS,Mauritius
D&B_UPL-Annual-Report-2020-final.pdf,FST,Template_DNB,T_DNB,ACTUALS,GBP,GBP,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JuneMauritius,June Mauritius,6,June,MUS,Mauritius
D&B_UPL-Annual-Report-2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,GBP,GBP,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JuneMauritius,June Mauritius,6,June,MUS,Mauritius
D&B_VFQ_Signed_Consolidated_FS_2021_(En).pdf,FST,Template_DNB,T_DNB,ACTUALS,QAR,QAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberQatar,December Qatar,12,December,QAT,Qatar
D&B_VIDULLANKA_SRI_LANKA_455_1662456519851.pdf,FST,Template_DNB,T_DNB,ACTUALS,LKR,LKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchSriLanka,March Sri Lanka,3,March,LKA,Srilanka
D&B_Vodacom_Tanzania_PLC_Annual_Integrated_Report_2022_0.pdf,FST,Template_DNB,T_DNB,ACTUALS,TZS,TZS,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchTanzania,March Tanzania,3,March,TZA,Tanzania
D&B_WATA CHEMICALS.pdf,FST,Template_DNB,T_DNB,ACTUALS,BDT,BDT,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JuneBangladesh,June Bangladesh,6,June,BGD,Bangladesh
D&B_Watawala_Plantations_PLC__AR_2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,LKR,LKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchSriLanka,March Sri Lanka,3,March,LKA,Srilanka
D&B_WCIL_Mauritius_Audited_Financial_Mar'22.pdf,FST,Template_DNB,T_DNB,ACTUALS,MUR,MUR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchMauritius,March Mauritius,3,March,MUS,Mauritius
D&B_Widam-Annual-Report_2021_Updated.pdf,FST,Template_DNB,T_DNB,ACTUALS,QAR,QAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberQatar,December Qatar,12,December,QAT,Qatar
D&B_Williamson_Tea_Kenya.pdf,FST,Template_DNB,T_DNB,ACTUALS,KES,KES,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchKenya,March Kenya,3,March,KEN,Kenya
D&B_WINDFORCE_PLC.pdf,FST,Template_DNB,T_DNB,ACTUALS,LKR,LKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchSriLanka,March Sri Lanka,3,March,LKA,Srilanka
D&B_WNS_GS_Sril_Lanka_Audited_Financial_Mar'22.pdf,FST,Template_DNB,T_DNB,ACTUALS,LKR,LKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchSriLanka,March Sri Lanka,3,March,LKA,Srilanka
D&B_WNS_Mauritius_Audited_Financial_Mar'22.pdf,FST,Template_DNB,T_DNB,ACTUALS,MUR,MUR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchMauritius,March Mauritius,3,March,MUS,Mauritius
D&B_WPP-Scangroup-Annual-Report-2021-1.pdf,FST,Template_DNB,T_DNB,ACTUALS,KES,KES,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,Decemberkenya,December kenya,12,December,KEN,Kenya
D&B_Wtk-Annual-Report-2022.pdf,FST,Template_DNB,T_DNB,ACTUALS,KES,KES,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchKenya,March Kenya,3,March,KEN,Kenya
D&B_YAMAMA_424_0_2022-02-20_09-32-10_En.pdf,FST,Template_DNB,T_DNB,ACTUALS,SAR,SAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberSaudi,December Saudi,12,December,SAU,Saudi
D&B_YANSAB_409_0_2022-03-01_11-53-21_En.pdf,FST,Template_DNB,T_DNB,ACTUALS,SAR,SAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberSaudi,December Saudi,12,December,SAU,Saudi
D&B_ZAD_FS_English_31_December_2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,QAR,QAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberQatar,December Qatar,12,December,QAT,Qatar
D&B_ZAIN_KSA_482_0_2022-02-06_14-39-23_En.pdf,FST,Template_DNB,T_DNB,ACTUALS,SAR,SAR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberSaudi,December Saudi,12,December,SAU,Saudi
D&B_zm-zanaco-2021-ar-00.pdf,FST,DNB_Insurance,DNB_Insurance,ACTUALS,ZMK,ZMK,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberZambia,December Zambia,12,December,ZMB,Zambia
Dale-Capital-Annual-Report-2020.pdf,FST,Template_DNB,T_DNB,ACTUALS,MUR,MUR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,FebruaryMauritius,February Mauritius,2,February,MUS,Mauritius
Dale-Newspaper-Advert-Feb-2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,MUR,MUR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,FebruaryMauritius,February Mauritius,2,February,MUS,Mauritius
Demonstra__es Financeiras do exercicio findo em 31 de Dezembro 2017 - Vers_o Inglesa (1).pdf,FST,Template_DNB,T_DNB,ACTUALS,MZN,MZN,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberMozambique,December_Mozambique,12,December,MOZ,Mozambique
DPL 2022.pdf,FST,Template_DNB,T_DNB,ACTUALS,LKR,LKR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchSriLanka,March Sri Lanka,3,March,LKA,Srilanka
Eaagads 2022.pdf,FST,Template_DNB,T_DNB,ACTUALS,KES,KES,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchKenya,March Kenya,3,March,KEN,Kenya
Edendale-Financials-2020.pdf,FST,Template_DNB,T_DNB,ACTUALS,GHC,GHC,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberGhana,DecemberGhana,12,December,GHA,Ghana
EF-RDC_2021-VA-web.pdf,FST,Template_DNB,T_DNB,ACTUALS,CDF,CDF,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberZaire,December_Zaire,12,December,COD,Zaire
Enterprise Group 2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,GHC,GHC,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberGhana,DecemberGhana,12,December,GHA,Ghana
Eritrea.pdf,FST,Template_DNB,T_DNB,ACTUALS,ERN,ERN,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberEritrea,DecemberEritrea,12,December,ERI,Eritrea
EUDCOS-Annual-Report-2022.pdf,FST,Template_DNB,T_DNB,ACTUALS,MUR,MUR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JuneMauritius,June Mauritius,6,June,MUS,Mauritius
FINANCIAL STATEMENT 2019.pdf,FST,Template_DNB,T_DNB,ACTUALS,SDG,SDG,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberSudan,December_Sudan,12,December,SDN,Sudan
FMBCH plc FY2021 Financials.pdf,FST,Template_DNB,T_DNB,ACTUALS,MWK,MWK,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberMalawi,December Malawi,12,December,MWI,Malawi
Ghana.pdf,FST,Template_DNB,T_DNB,ACTUALS,GHC,GHC,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberGhana,DecemberGhana,12,December,GHA,Ghana
GOIL-2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,GHC,GHC,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,DecemberGhana,DecemberGhana,12,December,GHA,Ghana
HBL Annual Report With Cover_compressed_2.pdf,FST,Template_DNB,T_DNB,ACTUALS,NPR,NPR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JulyNepal,July Nepal,7,July,NPL,Nepal
Himalayan-Distillery-Annual-Report-Final-low20-21.pdf,FST,Template_DNB,T_DNB,ACTUALS,NPR,NPR,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JulyNepal,July Nepal,7,July,NPL,Nepal
D&B_KENYA POWER & LIGHTING COMPANY PLC.pdf,FST,Template_DNB,T_DNB,ACTUALS,KES,KES,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JuneKenya,June Kenya,6,June,KEN,Kenya
D&B_Kenya_Absa_Bank_Kenya_PLC_Annual_Report_2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,KES,KES,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,Decemberkenya,December kenya,12,December,KEN,Kenya
D&B_Kenya_EVEREADY_Annual_Report_Financial_Statements_FY2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,KES,KES,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,SeptemberKenya,September Kenya,9,September,KEN,Kenya
D&B_Kenya_Jubilee_Insurance_Annual_Report_2020.pdf,FST,DNB_Insurance,DNB_Insurance,ACTUALS,KES,KES,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,Decemberkenya,December kenya,12,December,KEN,Kenya
D&B_Kenya_Power_&_Lighting_Plc..pdf,FST,Template_DNB,T_DNB,ACTUALS,KES,KES,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JuneKenya,June Kenya,6,June,KEN,Kenya
D&B_Kenya_Williamson_Tea_Audited_Accounts_for_year_ended_31st_March_2021.pdf,FST,Template_DNB,T_DNB,ACTUALS,KES,KES,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,MarchKenya,March Kenya,3,March,KEN,Kenya
D&B_ke-port-2021-ar-00.pdf,FST,Template_DNB,T_DNB,ACTUALS,KES,KES,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JuneKenya,June Kenya,6,June,KEN,Kenya
D&B_ke-tpse-2021-ar-00.pdf,FST,Template_DNB,T_DNB,ACTUALS,KES,KES,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,Decemberkenya,December kenya,12,December,KEN,Kenya
D&B_ke-uchm-2016-ar-00.pdf,FST,Template_DNB,T_DNB,ACTUALS,KES,KES,,en,English,English,AUDITED,,,,,,,EquityStatement,,,,,No,JuneKenya,June Kenya,6,June,KEN,Kenya
